photo_id,filename,relpath,folder_name,exif_date,exif_date_digitized,year,month,day,hour,minute,mtime,ctime,size,exif_width,exif_height,PIL_width,PIL_height,caption,tags,rating,md5sum
517,dsc_5155.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:24:21,2011:01:29 11:24:21,2011,Jan,29,11,24,2011:01:30 15:50:42,2011:01:30 15:50:42,3.656602,2592,3872,2592,3872,,,,ea9346b5ccf6a1bf8cf02bf51a251b71
518,dsc_5156.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:24:22,2011:01:29 11:24:22,2011,Jan,29,11,24,2011:01:30 15:50:40,2011:01:30 15:50:41,3.736632,2592,3872,2592,3872,,,,081452b34004e666f33ff443b2557408
519,dsc_5166.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:29:46,2011:01:29 11:29:46,2011,Jan,29,11,29,2011:01:30 15:46:44,2011:01:30 15:46:44,3.766258,3872,2592,3872,2592,,,,d0535f3ba9e04bef0f392f5f9fbd6162
520,dsc_5176.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:33:04,2011:01:29 11:33:04,2011,Jan,29,11,33,2011:01:30 15:46:44,2011:01:30 15:46:45,3.271832,3872,2592,3872,2592,,,,2cfb8e3b9d7637bb3a74f50c97a3902f
521,dsc_5177.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:33:05,2011:01:29 11:33:05,2011,Jan,29,11,33,2011:01:30 15:46:46,2011:01:30 15:46:46,3.427313,3872,2592,3872,2592,,,,14e008ec915055317c1b367036b59878
522,dsc_5184.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:35:56,2011:01:29 11:35:56,2011,Jan,29,11,35,2011:01:30 15:46:46,2011:01:30 15:46:47,2.59209,3872,2592,3872,2592,,,,ab1403b2120685af4eae1e851ffbf1e4
523,dsc_5187.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:37:40,2011:01:29 11:37:40,2011,Jan,29,11,37,2011:01:30 15:46:48,2011:01:30 15:46:48,3.165411,3872,2592,3872,2592,,,,130d95cd385e97f81eacf58db955c046
524,dsc_5192.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:38:18,2011:01:29 11:38:18,2011,Jan,29,11,38,2011:01:30 15:46:48,2011:01:30 15:46:49,3.555903,3872,2592,3872,2592,,,,a51862797ea7d2c429d4d86cf1dca106
525,dsc_5193.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:38:22,2011:01:29 11:38:22,2011,Jan,29,11,38,2011:01:30 15:46:50,2011:01:30 15:46:50,2.984454,3872,2592,3872,2592,,,,e26f4a448e15ef3ac892b6a755ab408e
526,dsc_5194.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:38:23,2011:01:29 11:38:23,2011,Jan,29,11,38,2011:01:30 15:46:50,2011:01:30 15:46:50,3.071063,3872,2592,3872,2592,,,,c5ae60848f1df2799137c324073cbc0a
527,dsc_5199.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:44:27,2011:01:29 11:44:27,2011,Jan,29,11,44,2011:01:30 15:50:30,2011:01:30 15:50:30,3.657384,2592,3872,2592,3872,,,,eb48c0e4e910cdddf4f3eb775a540e98
528,dsc_5203.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:44:50,2011:01:29 11:44:50,2011,Jan,29,11,44,2011:01:30 15:46:54,2011:01:30 15:46:54,3.540238,3872,2592,3872,2592,,,,efdceb86e5577354a6210d7baa5f08d2
529,dsc_5215.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 11:57:06,2011:01:29 11:57:06,2011,Jan,29,11,57,2011:01:30 15:50:22,2011:01:30 15:50:22,3.817924,2592,3872,2592,3872,,,,bee8fd980ff1f1104762586462569b44
530,dsc_5216.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:01:19,2011:01:29 12:01:19,2011,Jan,29,12,1,2011:01:30 15:47:00,2011:01:30 15:47:00,4.443057,3872,2592,3872,2592,,,,5108ce4b99f366d15b608e56e7e74c49
531,dsc_5217.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:02:38,2011:01:29 12:02:38,2011,Jan,29,12,2,2011:01:30 15:47:00,2011:01:30 15:47:01,4.534648,3872,2592,3872,2592,,,,d1b557b6a99cb2b51ff181e0b6f1f88c
532,dsc_5218.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:04:00,2011:01:29 12:04:00,2011,Jan,29,12,4,2011:01:30 15:47:00,2011:01:30 15:47:01,4.075701,3872,2592,3872,2592,,,,7481b0493e507461334e543a1a0db88b
533,dsc_5219.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:04:01,2011:01:29 12:04:01,2011,Jan,29,12,4,2011:01:30 15:47:02,2011:01:30 15:47:02,4.186768,3872,2592,3872,2592,,,,e091b0416ed7705410fccbe9784ec304
534,dsc_5220.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:04:05,2011:01:29 12:04:05,2011,Jan,29,12,4,2011:01:30 15:50:20,2011:01:30 15:50:20,4.240883,2592,3872,2592,3872,,,,c2b1f5c266c3d4a4d42873b0b50a1309
535,dsc_5221.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:05:17,2011:01:29 12:05:17,2011,Jan,29,12,5,2011:01:30 15:50:18,2011:01:30 15:50:19,4.176448,2592,3872,2592,3872,,,,22b45708b3dcae5aa3e415c7652bea1b
536,dsc_5227.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:07:28,2011:01:29 12:07:28,2011,Jan,29,12,7,2011:01:30 15:50:16,2011:01:30 15:50:16,2.710864,2592,3872,2592,3872,,,,b351f1f5b8c1a4781d6640f5e3be3f50
537,dsc_5228.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:07:46,2011:01:29 12:07:46,2011,Jan,29,12,7,2011:01:30 15:50:14,2011:01:30 15:50:15,3.326317,2592,3872,2592,3872,,,,de5336fcba4b97a4901ceec872c246b3
538,dsc_5230.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:07:57,2011:01:29 12:07:57,2011,Jan,29,12,7,2011:01:30 15:50:14,2011:01:30 15:50:14,2.993615,2592,3872,2592,3872,,,,378722dc62cf7c11a52d1af90f23fbd3
539,dsc_5232.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:08:26,2011:01:29 12:08:26,2011,Jan,29,12,8,2011:01:30 15:47:08,2011:01:30 15:47:08,3.370421,3872,2592,3872,2592,,,,ee1bbf4ebaccaf3f535782f4520efe34
540,dsc_5233.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:08:34,2011:01:29 12:08:34,2011,Jan,29,12,8,2011:01:30 15:47:08,2011:01:30 15:47:09,3.15169,3872,2592,3872,2592,,,,1bf522928d60950ce610db3c2ce28f60
541,dsc_5234.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:08:38,2011:01:29 12:08:38,2011,Jan,29,12,8,2011:01:30 15:47:08,2011:01:30 15:47:09,3.143887,3872,2592,3872,2592,,,,b9431a55b22e2f3be824e6835bbc62fa
542,dsc_5235.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:08:54,2011:01:29 12:08:54,2011,Jan,29,12,8,2011:01:30 15:47:10,2011:01:30 15:47:10,3.128897,3872,2592,3872,2592,,,,06c993d120b030326d01f6d16371f4ab
543,dsc_5236.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:08:57,2011:01:29 12:08:57,2011,Jan,29,12,8,2011:01:30 15:47:10,2011:01:30 15:47:10,3.402504,3872,2592,3872,2592,,,,a3a5c967bbf39b86f1121854c3711340
544,dsc_5237.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:08:59,2011:01:29 12:08:59,2011,Jan,29,12,8,2011:01:30 15:47:10,2011:01:30 15:47:11,3.34974,3872,2592,3872,2592,,,,9466351655ffe1c3a4b6e512f98949d1
545,dsc_5238.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:08:59,2011:01:29 12:08:59,2011,Jan,29,12,8,2011:01:30 15:47:10,2011:01:30 15:47:11,3.383226,3872,2592,3872,2592,,,,d194220035b8cec6eba7108f2162bf15
546,dsc_5239.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:03,2011:01:29 12:09:03,2011,Jan,29,12,9,2011:01:30 15:47:12,2011:01:30 15:47:12,3.266026,3872,2592,3872,2592,,,,d86c1ee75faa219fc3b9efde7b482b3b
547,dsc_5240.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:05,2011:01:29 12:09:05,2011,Jan,29,12,9,2011:01:30 15:47:12,2011:01:30 15:47:12,3.191845,3872,2592,3872,2592,,,,6e81a6e8379f501e18cdbdd5b4410370
548,dsc_5241.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:20,2011:01:29 12:09:20,2011,Jan,29,12,9,2011:01:30 15:47:12,2011:01:30 15:47:12,3.072112,3872,2592,3872,2592,,,,29d4373d0dad3944bbcb28813b73d398
549,dsc_5242.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:27,2011:01:29 12:09:27,2011,Jan,29,12,9,2011:01:30 15:47:12,2011:01:30 15:47:13,3.227281,3872,2592,3872,2592,,,,f26ee516e09cbb901fad919a78ad86b4
550,dsc_5243.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:29,2011:01:29 12:09:29,2011,Jan,29,12,9,2011:01:30 15:47:12,2011:01:30 15:47:13,3.284899,3872,2592,3872,2592,,,,d75f5012f9b2fbfd40e3bd0f50f1c709
551,dsc_5244.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:29,2011:01:29 12:09:29,2011,Jan,29,12,9,2011:01:30 15:47:14,2011:01:30 15:47:14,3.265433,3872,2592,3872,2592,,,,e6d6ace7648c1e5b9b0ad889e5bb02ac
552,dsc_5245.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:30,2011:01:29 12:09:30,2011,Jan,29,12,9,2011:01:30 15:47:14,2011:01:30 15:47:14,3.22713,3872,2592,3872,2592,,,,2071a21e8485d3b1c1c5d8a1f533aa48
553,dsc_5246.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:31,2011:01:29 12:09:31,2011,Jan,29,12,9,2011:01:30 15:47:14,2011:01:30 15:47:15,3.2338,3872,2592,3872,2592,,,,5ba7e525e5a36cfa9309173c7da12480
554,dsc_5247.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:35,2011:01:29 12:09:35,2011,Jan,29,12,9,2011:01:30 15:47:14,2011:01:30 15:47:15,3.230857,3872,2592,3872,2592,,,,e718db646e58a1a948b59a3b21e30062
555,dsc_5248.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:36,2011:01:29 12:09:36,2011,Jan,29,12,9,2011:01:30 15:47:14,2011:01:30 15:47:15,3.283368,3872,2592,3872,2592,,,,56af0f78056c00e34666f8b247fd64a0
556,dsc_5249.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:38,2011:01:29 12:09:38,2011,Jan,29,12,9,2011:01:30 15:47:16,2011:01:30 15:47:16,3.27323,3872,2592,3872,2592,,,,d127b4e016b2bece54e6cd8b2dee85df
557,dsc_5250.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:39,2011:01:29 12:09:39,2011,Jan,29,12,9,2011:01:30 15:47:16,2011:01:30 15:47:16,3.30141,3872,2592,3872,2592,,,,a710f9ef57cbbb68dc667446a0d9bee0
558,dsc_5252.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:09:42,2011:01:29 12:09:42,2011,Jan,29,12,9,2011:01:30 15:47:16,2011:01:30 15:47:17,3.307157,3872,2592,3872,2592,,,,a10266eb23a93d140d95bf7ba6e5fdd3
559,dsc_5273.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:25:03,2011:01:29 12:25:03,2011,Jan,29,12,25,2011:01:30 15:47:20,2011:01:30 15:47:21,3.495988,3872,2592,3872,2592,,,,5976f5b98f214776ea15d8fc1f5bef3d
560,dsc_5274.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:26:22,2011:01:29 12:26:22,2011,Jan,29,12,26,2011:01:30 15:47:22,2011:01:30 15:47:22,3.565213,3872,2592,3872,2592,,,,f5d4fd4a8dee782d2be1bfd1243b3815
561,dsc_5275.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:26:30,2011:01:29 12:26:30,2011,Jan,29,12,26,2011:01:30 15:47:22,2011:01:30 15:47:22,3.556075,3872,2592,3872,2592,,,,fd6dae9c4b622552d52fe635e2dd5e4a
562,dsc_5276.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:26:56,2011:01:29 12:26:56,2011,Jan,29,12,26,2011:01:30 15:50:08,2011:01:30 15:50:09,3.504197,2592,3872,2592,3872,,,,2abc234f46ae128ac03f5931e9a6de49
563,dsc_5277.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:27:00,2011:01:29 12:27:00,2011,Jan,29,12,27,2011:01:30 15:50:08,2011:01:30 15:50:08,3.400178,2592,3872,2592,3872,,,,20775d8e2c6f8a90b41176506ef048ad
564,dsc_5278.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,,,2011,Jan,30,18,2,2011:01:30 18:02:56,2011:01:30 18:02:56,4.589015,,,2593,3873,,,,dbae37ba52bf9fc3dc059cbac9f69324
565,dsc_5280.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:30:45,2011:01:29 12:30:45,2011,Jan,29,12,30,2011:01:30 15:50:06,2011:01:30 15:50:07,3.727143,2592,3872,2592,3872,,,,66a9b9ba2923c083bb11c406880ab737
566,dsc_5281.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:32:52,2011:01:29 12:32:52,2011,Jan,29,12,32,2011:01:30 15:50:06,2011:01:30 15:50:06,3.666184,2592,3872,2592,3872,,,,e55d414e1278bbe00539bc7ccc529d49
567,dsc_5282.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:33:09,2011:01:29 12:33:09,2011,Jan,29,12,33,2011:01:30 15:50:04,2011:01:30 15:50:05,3.538192,2592,3872,2592,3872,,,,1e89be225206fa47eb6785e48069c67f
568,dsc_5283.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:33:21,2011:01:29 12:33:21,2011,Jan,29,12,33,2011:01:30 15:50:04,2011:01:30 15:50:04,3.48017,2592,3872,2592,3872,,,,a36c9249bc44142d4fa057318ab8e6ed
569,dsc_5284.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:33:27,2011:01:29 12:33:27,2011,Jan,29,12,33,2011:01:30 15:47:26,2011:01:30 15:47:27,3.722995,3872,2592,3872,2592,,,,c1066ac29832b1de6c9043d83f146ead
570,dsc_5285.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:36:21,2011:01:29 12:36:21,2011,Jan,29,12,36,2011:01:30 15:47:26,2011:01:30 15:47:27,3.615474,3872,2592,3872,2592,,,,0976d200f522a5ae50d8da6b0e987331
571,dsc_5291.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:38:04,2011:01:29 12:38:04,2011,Jan,29,12,38,2011:01:30 15:47:28,2011:01:30 15:47:29,3.554737,3872,2592,3872,2592,,,,45811fd1ec57266ecf9dc851e8df340a
572,dsc_5298.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:40:03,2011:01:29 12:40:03,2011,Jan,29,12,40,2011:01:30 15:49:58,2011:01:30 15:49:59,3.622083,2592,3872,2592,3872,,,,780fa1598b41d1e21b7033a55eb7d5a2
573,dsc_5299.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:40:04,2011:01:29 12:40:04,2011,Jan,29,12,40,2011:01:30 15:49:58,2011:01:30 15:49:58,3.508922,2592,3872,2592,3872,,,,98d3ca0281ab2ef8ac3f3740cc2f1214
574,dsc_5300.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:41:52,2011:01:29 12:41:52,2011,Jan,29,12,41,2011:01:30 15:47:32,2011:01:30 15:47:33,3.813047,3872,2592,3872,2592,,,,d8cc749170c8f63f4aac8039ef68cfb6
575,dsc_5301.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:42:35,2011:01:29 12:42:35,2011,Jan,29,12,42,2011:01:30 15:47:34,2011:01:30 15:47:34,3.333248,3872,2592,3872,2592,,,,85f528ff4de58c0713f5697dfdb4d15b
576,dsc_5302.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:42:52,2011:01:29 12:42:52,2011,Jan,29,12,42,2011:01:30 15:47:34,2011:01:30 15:47:34,3.557819,3872,2592,3872,2592,,,,1e35e90364ac101c1e6a5b79236d00e1
577,dsc_5305.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:43:24,2011:01:29 12:43:24,2011,Jan,29,12,43,2011:01:30 15:47:34,2011:01:30 15:47:35,3.587197,3872,2592,3872,2592,,,,430cb231de25fbfee0a9acaf03c1ad53
578,dsc_5306.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:43:26,2011:01:29 12:43:26,2011,Jan,29,12,43,2011:01:30 15:47:36,2011:01:30 15:47:36,3.503881,3872,2592,3872,2592,,,,2b5f32ec8f5525d99131d16ec07b3dbe
579,dsc_5307.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:43:33,2011:01:29 12:43:33,2011,Jan,29,12,43,2011:01:30 15:47:36,2011:01:30 15:47:36,3.636115,3872,2592,3872,2592,,,,83fc62f4717f40411a262e03158f82b0
580,dsc_5308.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,,,2011,Jan,30,18,37,2011:01:30 18:37:56,2011:01:30 18:37:57,4.567484,,,2593,3873,,,,8eaae280e34d33d5a9f5357dfff486ff
581,dsc_5309.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:44:13,2011:01:29 12:44:13,2011,Jan,29,12,44,2011:01:30 15:47:36,2011:01:30 15:47:37,3.952639,3872,2592,3872,2592,,,,13372f7de4b44453f743ce80f41d3fcf
582,dsc_5310.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:44:25,2011:01:29 12:44:25,2011,Jan,29,12,44,2011:01:30 15:47:38,2011:01:30 15:47:38,3.676303,3872,2592,3872,2592,,,,20463ac313e087038061c1ae741e5be1
583,dsc_5311.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:44:26,2011:01:29 12:44:26,2011,Jan,29,12,44,2011:01:30 15:47:38,2011:01:30 15:47:39,3.514539,3872,2592,3872,2592,,,,30d2a28b9db3102407aa4dffd9d20591
584,dsc_5313.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:45:39,2011:01:29 12:45:39,2011,Jan,29,12,45,2011:01:30 15:47:40,2011:01:30 15:47:40,3.880003,3872,2592,3872,2592,,,,8cce047bff2b42527cfece072bd31d88
585,dsc_5315.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:45:55,2011:01:29 12:45:55,2011,Jan,29,12,45,2011:01:30 15:47:40,2011:01:30 15:47:41,3.670773,3872,2592,3872,2592,,,,320472a6de9f60c3b9f594bcad26da63
586,dsc_5316.jpg,2011/Jan_2011/Science_Center_with_Antone,Science_Center_with_Antone,2011:01:29 12:45:56,2011:01:29 12:45:56,2011,Jan,29,12,45,2011:01:30 15:47:40,2011:01:30 15:47:41,3.684849,3872,2592,3872,2592,,,,eae4be7d90d48a230c4029eca85a84eb
587,dsc_5431.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:50:36,2011:01:30 15:50:36,2011,Jan,30,15,50,2011:01:30 15:48:30,2011:01:30 15:48:31,3.377157,3872,2592,3872,2592,,,,f1d31c1a9b1cf9e221184be5e491781d
588,dsc_5432.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:51:00,2011:01:30 15:51:00,2011,Jan,30,15,51,2011:01:30 15:48:32,2011:01:30 15:48:32,3.56174,3872,2592,3872,2592,,,,46fb37a1b87cf715a317a8984f97a835
589,dsc_5433.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:51:02,2011:01:30 15:51:02,2011,Jan,30,15,51,2011:01:30 15:49:06,2011:01:30 15:49:07,3.916812,2592,3872,2592,3872,,,,2fed4e38d0e6aa80af6e0a6b8d7640a3
590,dsc_5434.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:51:05,2011:01:30 15:51:05,2011,Jan,30,15,51,2011:01:30 15:49:06,2011:01:30 15:49:06,3.403584,2592,3872,2592,3872,,,,4af52aeec3b0ee87a1bd8a671d2a59af
591,dsc_5435.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:51:23,2011:01:30 15:51:23,2011,Jan,30,15,51,2011:01:30 15:49:04,2011:01:30 15:49:05,3.384384,2592,3872,2592,3872,,,,e166529941ed55c8bc2e2bd9d74b8afd
592,dsc_5436.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:51:31,2011:01:30 15:51:31,2011,Jan,30,15,51,2011:01:30 15:49:04,2011:01:30 15:49:04,3.453986,2592,3872,2592,3872,,,,e2f837a3fd5183decea7f4b2e8536984
593,dsc_5437.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:51:36,2011:01:30 15:51:36,2011,Jan,30,15,51,2011:01:30 15:49:02,2011:01:30 15:49:03,3.453534,2592,3872,2592,3872,,,,a34b0f602f1ef9ad6c8d539c0901f198
594,dsc_5438.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:57:23,2011:01:30 15:57:23,2011,Jan,30,15,57,2011:01:30 15:48:34,2011:01:30 15:48:35,3.931895,3872,2592,3872,2592,,,,e4d56f727f76bf21e64429431053245e
595,dsc_5439.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:57:30,2011:01:30 15:57:30,2011,Jan,30,15,57,2011:01:30 15:48:36,2011:01:30 15:48:36,3.619735,3872,2592,3872,2592,,,,312aefd20f279e8b31d82515e50d91c4
596,dsc_5440.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:57:37,2011:01:30 15:57:37,2011,Jan,30,15,57,2011:01:30 15:49:02,2011:01:30 15:49:02,3.211308,2592,3872,2592,3872,,,,bfd3e5047c4616b51d2fbf44507ef0c3
597,dsc_5441.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:57:38,2011:01:30 15:57:38,2011,Jan,30,15,57,2011:01:30 15:49:00,2011:01:30 15:49:01,3.027128,2592,3872,2592,3872,,,,142a75928d5eedf06b4d2bc9ebd99058
598,dsc_5442.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:22,2011:01:30 15:58:22,2011,Jan,30,15,58,2011:01:30 15:49:00,2011:01:30 15:49:00,3.100032,2592,3872,2592,3872,,,,07bc73cf8bbf1b447ca5fb5bf68dc235
599,dsc_5443.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:24,2011:01:30 15:58:24,2011,Jan,30,15,58,2011:01:30 15:48:58,2011:01:30 15:49:00,2.97979,2592,3872,2592,3872,,,,c893d856d8a641c4267a336f0b9b7f62
600,dsc_5444.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:32,2011:01:30 15:58:32,2011,Jan,30,15,58,2011:01:30 15:48:58,2011:01:30 15:48:59,3.032099,2592,3872,2592,3872,,,,c4a06d5e853154d08260a11646dbc109
601,dsc_5445.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:35,2011:01:30 15:58:35,2011,Jan,30,15,58,2011:01:30 15:48:58,2011:01:30 15:48:58,3.249808,2592,3872,2592,3872,,,,0402274b2c369a3d26087c3eedf9815a
602,dsc_5446.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:40,2011:01:30 15:58:40,2011,Jan,30,15,58,2011:01:30 15:48:38,2011:01:30 15:48:39,3.285381,3872,2592,3872,2592,,,,b38d979d94f28c42939396a5a671cdd4
603,dsc_5447.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:41,2011:01:30 15:58:41,2011,Jan,30,15,58,2011:01:30 15:48:38,2011:01:30 15:48:39,3.308734,3872,2592,3872,2592,,,,1183d743cf14b363a67eaf0c1f865988
604,dsc_5448.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:44,2011:01:30 15:58:44,2011,Jan,30,15,58,2011:01:30 15:48:56,2011:01:30 15:48:57,3.05372,2592,3872,2592,3872,,,,7cb69649078f8594827cb50387710ea2
605,dsc_5449.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 15:58:45,2011:01:30 15:58:45,2011,Jan,30,15,58,2011:01:30 15:48:56,2011:01:30 15:48:56,3.135888,2592,3872,2592,3872,,,,c7a3657fb893e308090f3ed7b4f4758f
606,dsc_5450.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 16:07:19,2011:01:30 16:07:19,2011,Jan,30,16,7,2011:01:30 15:48:54,2011:01:30 15:48:55,3.798677,2592,3872,2592,3872,,,,f98acf2b0ac6d6d005e060bf0079c0d7
607,dsc_5451.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 16:07:25,2011:01:30 16:07:25,2011,Jan,30,16,7,2011:01:30 15:48:54,2011:01:30 15:48:54,3.610306,2592,3872,2592,3872,,,,99f8bf8cc2992e694cdc62f97377d39c
608,dsc_5452.jpg,2011/Jan_2011/open_presents,open_presents,2011:01:30 16:07:33,2011:01:30 16:07:33,2011,Jan,30,16,7,2011:01:30 15:48:40,2011:01:30 15:48:41,3.720399,3872,2592,3872,2592,,,,99d5f9ba89ecc657108d342ea29a5da0
